No.species	Species	Ploidy	Accession name	Order	Family	Clade
1048	Macropodium nivale	-	-	Brassicales	Brassicaceae	Macropodium
1049	Macrotyloma uniflorum	diploid	HPK-4	Fabales	Fabaceae	Macrotyloma
1050	Madhuca longifolia	-	Mahua	Ericales	Sapotaceae	Madhuca
1051	Magnolia biondii	-	Zhang 201801M	Magnoliales	Magnoliaceae	Magnolia
1052	Magnolia hypoleuca	-	-	Magnoliales	Magnoliaceae	Magnolia
1053	Magnolia officinalis	diploid	-	Magnoliales	Magnoliaceae	Magnolia
1054	Magnolia sieboldii	-	-	Magnoliales	Magnoliaceae	Magnolia
1055	Magnoliaceae sinica	diploid	Magnolia sinica	Magnoliales	Magnoliaceae	Magnoliaceae
1056	Malania oleifera	-	-	Santalales	Olacaceae	Malania
1056	Malania oleifera	-	-	Santalales	Ximeniaceae	Malania
1057	Malpighia emarginata	-	Acerola	Malpighiales	Malpighiaceae	Malpighia
1058	Malus asiatica	diploid	Zisai Pearl	Rosales	Rosaceae	Malus
1059	Malus baccata	diploid	-	Rosales	Rosaceae	Malus
1060	Malus coronaria	diploid	-	Rosales	Rosaceae	Malus
1060	Malus coronaria	diploid	-	Rosales	Rosaceae	Malus
1061	Malus domestica	diploid	Hanfu	Rosales	Rosaceae	Malus
1061	Malus domestica	diploid	Granny Smith	Rosales	Rosaceae	Malus
1061	Malus domestica	diploid	Honeycrisp	Rosales	Rosaceae	Malus
1061	Malus domestica	diploid	Jiguan	Rosales	Rosaceae	Malus
1061	Malus domestica	diploid	Cox's Orange Pippin	Rosales	Rosaceae	Malus
1061	Malus domestica	diploid	Ralls	Rosales	Rosaceae	Malus
1061	Malus domestica	diploid	Orin	Rosales	Rosaceae	Malus
1061	Malus domestica	diploid	Starking Delicious	Rosales	Rosaceae	Malus
1061	Malus domestica	diploid	FJ	Rosales	Rosaceae	Malus
1061	Malus domestica	diploid	-	Rosales	Rosaceae	Malus
1061	Malus domestica	diploid	-	Rosales	Rosaceae	Malus
1061	Malus domestica	diploid	Fuji' apple	Rosales	Rosaceae	Malus
1061	Malus domestica	diploid	Fuji' apple	Rosales	Rosaceae	Malus
1061	Malus domestica	-	Red Fuji'	Rosales	Rosaceae	Malus
1061	Malus domestica	-	Red Fuji'	Rosales	Rosaceae	Malus
1061	Malus domestica	-	-	Rosales	Rosaceae	Malus
1061	Malus domestica	-	-	Rosales	Rosaceae	Malus
1062	Malus fusca	diploid	PI 589975(haplotype1)	Rosales	Rosaceae	Malus
1062	Malus fusca	diploid	PI 589975(haplotype2)	Rosales	Rosaceae	Malus
1063	Malus hybrid 'Flame'	diploid	-	Rosales	Rosaceae	Malus
1063	Malus hybrid 'Flame'	diploid	-	Rosales	Rosaceae	Malus
1064	Malus hybrid 'Royalty'	diploid	-	Rosales	Rosaceae	Malus
1064	Malus hybrid 'Royalty'	diploid	-	Rosales	Rosaceae	Malus
1065	Malus hybrid 'SH6'	diploid	-	Rosales	Rosaceae	Malus
1065	Malus hybrid 'SH6'	diploid	-	Rosales	Rosaceae	Malus
1066	Malus ioensis	diploid	-	Rosales	Rosaceae	Malus
1066	Malus ioensis	diploid	-	Rosales	Rosaceae	Malus
1067	Malus orientalis	diploid	-	Rosales	Rosaceae	Malus
1068	Malus prunifolia	diploid	Fupingqiuzi	Rosales	Rosaceae	Malus
1069	Malus sieversii	diploid	phased	Rosales	Rosaceae	Malus
1070	Malus sylvestris	diploid	phased	Rosales	Rosaceae	Malus
1071	Malus x domestica	diploid	Golden Delicious	Rosales	Rosaceae	Malus
1071	Malus x domestica	-	GDDH13	Rosales	Rosaceae	Malus
1071	Malus x domestica	tetraploid	HFTH1	Rosales	Rosaceae	Malus
1071	Malus x domestica	-	Gala;PI 392303(phased)	Rosales	Rosaceae	Malus
1072	Mangifera indica	tetraploid	-	Sapindales	Anacardiaceae	Mangifera
1072	Mangifera indica	diploid	cultivar 'Tommy Atkins'	Sapindales	Anacardiaceae	Mangifera
1072	Mangifera indica	diploid	mango	Sapindales	Anacardiaceae	Mangifera
1073	Manihot esculenta	diploid	AM560-2	Malpighiales	Euphorbiaceae	Manihot
1073	Manihot esculenta	diploid	KU50	Malpighiales	Euphorbiaceae	Manihot
1073	Manihot esculenta	diploid	subsp.flabellifolia	Malpighiales	Euphorbiaceae	Manihot
1073	Manihot esculenta	diploid	update AM560-2	Malpighiales	Euphorbiaceae	Manihot
1073	Manihot esculenta	diploid	60444(haplotype)	Malpighiales	Euphorbiaceae	Manihot
1073	Manihot esculenta	diploid	TME3(haplotype)	Malpighiales	Euphorbiaceae	Manihot
1073	Manihot esculenta	diploid	TME204 (haplotype1)	Malpighiales	Euphorbiaceae	Manihot
1073	Manihot esculenta	diploid	TME204 (haplotype 2)	Malpighiales	Euphorbiaceae	Manihot
1073	Manihot esculenta	diploid	Xinxuan 048 (haplotypeA)	Malpighiales	Euphorbiaceae	Manihot
1073	Manihot esculenta	diploid	Xinxuan 048 (haplotypeB)	Malpighiales	Euphorbiaceae	Manihot
1074	Marchantia inflexa	-	-	Marchantiales	Marchantiaceae	Marchantia
1075	Marchantia paleacea	-	-	Marchantiales	Marchantiaceae	Marchantia
1076	Marchantia polymorpha	-	subsp.ruderalis	Marchantiales	Marchantiaceae	Marchantia
1076	Marchantia polymorpha	-	subsp. montivagans	Marchantiales	Marchantiaceae	Marchantia
1076	Marchantia polymorpha	-	subsp. polymorpha	Marchantiales	Marchantiaceae	Marchantia
1077	Marmoritis complanata	-	-	Lamiales	Lamiaceae	Marmoritis
1078	Marsdenia tenacissima	-	-	Gentianales	Apocynaceae	Marsdenia
1079	Medicago arabica	diploid	spotted medick	Fabales	Fabaceae	Medicago
1080	Medicago lupulina	diploid	Black Medic	Fabales	Fabaceae	Medicago
1081	Medicago polymorpha	diploid	-	Fabales	Fabaceae	Medicago
1082	Medicago ruthenica	diploid	-	Fabales	Fabaceae	Medicago
1083	Medicago sativa	-	-	Fabales	Fabaceae	Medicago
1083	Medicago sativa	-	Zhongmu No.1	Fabales	Fabaceae	Medicago
1083	Medicago sativa	-	spp. caerulea PI464715	Fabales	Fabaceae	Medicago
1083	Medicago sativa	tetraploid	Alfalfa	Fabales	Fabaceae	Medicago
1084	Medicago sativa ssp. falcata	tetraploid	-	Fabales	Fabaceae	Medicago
1085	Medicago truncatula	diploid	A17	Fabales	Fabaceae	Medicago
1085	Medicago truncatula	diploid	R108	Fabales	Fabaceae	Medicago
1085	Medicago truncatula	diploid	update A17;v5	Fabales	Fabaceae	Medicago
1085	Medicago truncatula	diploid	R108(improved)	Fabales	Fabaceae	Medicago
1085	Medicago truncatula	diploid	R108 (improved)	Fabales	Fabaceae	Medicago
1085	Medicago truncatula	-	-	Fabales	Fabaceae	Medicago
1086	Megacarpaea delavayi	-	-	Brassicales	Brassicaceae	Megacarpaea
1087	Megadenia pygmaea	-	-	Brassicales	Brassicaceae	Megadenia
1088	Melaleuca alternifolia	-	SCU1	Myrtales	Myrtaceae	Melaleuca
1089	Melaleuca quinquenervia	diploid	haplotype A	Myrtales	Myrtaceae	Melaleuca
1089	Melaleuca quinquenervia	diploid	haplotype B	Myrtales	Myrtaceae	Melaleuca
1090	Melastoma candidum	-	-	Myrtales	Melastomataceae	Melastoma
1091	Melastoma dodecandrum	diploid	-	Myrtales	Melastomataceae	Melastoma
1092	Melia azedarach	-	Melia azedarach	Sapindales	Meliaceae	Melia
1093	Melilotus albus	diploid	Ma46	Fabales	Fabaceae	Melilotus
1094	Melilotus officinalis	diploid	-	Fabales	Fabaceae	Melilotus
1094	Melilotus officinalis	diploid	Sweet yellow clover	Fabales	Fabaceae	Melilotus
1095	Melocanna baccifera	-	-	Poales	Poaceae	Melocanna
1096	Meniocus linifolius	diploid	-	Brassicales	Brassicaceae	Meniocus
1097	Menispermum dauricum	-	-	Ranunculales	Menispermaceae	Menispermum
1098	Mentha longifolia	diploid	-	Lamiales	Lamiaceae	Mentha
1099	Mentha longifolia	diploid	CMEN 585	Lamiales	Lamiaceae	Mentha
1099	Mentha suaveolens	diploid	apple mint	Lamiales	Lamiaceae	Mentha
1100	Mentha suaveolens 'Variegata'	diploid	mint	Lamiales	Lamiaceae	Mentha
1101	Mentha × piperita	hexaploid	Peppermint	Lamiales	Lamiaceae	Mentha
1102	Mercurialis annua	diploid	-	Malpighiales	Euphorbiaceae	Mercurialis
1103	Mesembryanthemum crystallinum	diploid	-	Caryophyllales	Aizoaceae	Mesembryanthemum
1104	Mesostigma viride	-	-	-	-	Mesostigma
1105	Mesotaenium endlicherianum	-	-	Zygnematales	Mesotaeniaceae	Mesotaenium
1106	Messastrum gracile	-	SE-MC4	Sphaeropleales	Selenastraceae	Messastrum
1107	Mesua ferrea	-	-	Malpighiales	Calophyllaceae	Mesua
1107	Mesua ferrea	-	HCNGB_00001601	Malpighiales	Calophyllaceae	Mesua
1108	Metasequoia glyptostroboides	diploid	-	Cupressales	Cupressaceae	Metasequoia
1109	Metrosideros polymorpha	diploid	-	Myrtales	Myrtaceae	Metrosideros
1110	Michelia alba DC (MC)	diploid	-	Magnoliales	Magnoliaceae	Michelia
1111	Michelia alba DC (MM)	diploid	-	Magnoliales	Magnoliaceae	Michelia
1112	Micractinium conductrix	-	-	Chlorellales	Chlorellaceae	Micractinium
1113	Microcos paniculata	-	haplotype A	Malvales	Malvaceae	Microcos
1113	Microcos paniculata	-	haplotype B	Malvales	Malvaceae	Microcos
1114	Micromonas commoda	-	-	Mamiellales	Mamiellaceae	Micromonas
1115	Micromonas pusilla	-	-	Mamiellales	Mamiellaceae	Micromonas
1116	Microstegium vimineum	-	-	Poales	Poaceae	Microstegium
1117	Microtea debilis	-	-	Caryophyllales	Microteaceae	Microtea
1118	Microthlaspi erraticum	-	-	Brassicales	Brassicaceae	Microthlaspi
1119	Mikania micrantha	-	-	Asterales	Asteraceae	Mikania
1120	Mimosa bimucronata	-	-	Fabales	Fabaceae	Mimosa
1120	Mimosa bimucronata	diploid	-	Fabales	Fabaceae	Mimosa
1121	Mimosa pudica	tetraploid	-	Fabales	Fabaceae	Mimosa
1122	Mimulus guttatus	tetraploid	-	Lamiales	Phrymaceae	Mimulus
1123	Mimulus luteus	tetraploid	-	Lamiales	Phrymaceae	Mimulus
1124	Mimulus sookensis	tetraploid	-	Lamiales	Phrymaceae	Mimulus
1125	Miscanthus floridulus	diploid	MF70	Poales	Poaceae	Miscanthus
1126	Miscanthus lutarioriparius	-	-	Poales	Poaceae	Miscanthus
1126	Miscanthus lutarioriparius	diploid	-	Poales	Poaceae	Miscanthus
1127	Miscanthus sacchariflorus	-	-	Poales	Poaceae	Miscanthus
1128	Miscanthus sinensis	-	-	Poales	Poaceae	Miscanthus
1129	Misopates orontium	diploid	-	Lamiales	Plantaginaceae	Misopates
1130	Mitragyna speciosa	tetraploid	Rifat	Gentianales	Rubiaceae	Mitragyna
1130	Mitragyna speciosa	tetraploid	-	Gentianales	Rubiaceae	Mitragyna
1131	Momordica balsamina	diploid	Balsam apple; Southern Balsam pear; African pumpkin	Cucurbitales	Cucurbitaceae	Momordica
1132	Momordica charantia	diploid	OHB3-1	Cucurbitales	Cucurbitaceae	Momordica
1132	Momordica charantia	diploid	Dali-11	Cucurbitales	Cucurbitaceae	Momordica
1132	Momordica charantia	diploid	subsp. macroloba	Cucurbitales	Cucurbitaceae	Momordica
1132	Momordica charantia	diploid	OHB3-1	Cucurbitales	Cucurbitaceae	Momordica
1132	Momordica charantia	diploid	var. abbreviata Ser.	Cucurbitales	Cucurbitaceae	Momordica
1133	Monoraphidium minutum	-	26B-AM	Sphaeropleales	Selenastraceae	Monoraphidium
1134	Monoraphidium neglectum	diploid	-	Sphaeropleales	Selenastraceae	Monoraphidium
1135	Monotropa hypopitys	-	-	Ericales	Ericaceae	Monotropa
1136	Morella rubra	diploid	Y2012-145	Fagales	Myricaceae	Morella
1136	Morella rubra	diploid	H2011-12	Fagales	Myricaceae	Morella
1136	Morella rubra	-	Zaojia	Fagales	Myricaceae	Morella
1137	Moricandia arvensis	-	MOR1	Brassicales	Brassicaceae	Moricandia
1138	Moricandia moricandioides	-	04–0393–10–00	Brassicales	Brassicaceae	Moricandia
1139	Moricandia nitens	diploid	M59 (S.Rawthorne) Israel	Brassicales	Brassiceae	Moricandia
1140	Moricandia sinaica	diploid	M60	Brassicales	Brassiceae	Moricandia
1141	Moricandia spinosa	tetraploid	M64	Brassicales	Brassiceae	Moricandia
1142	Moricandia suffruticosa	diploid	KEW0105433	Brassicales	Brassiceae	Moricandia
1143	Morinda citrifolia	diploid	-	Gentianales	Rubiaceae	Morinda
1144	Morinda officinalis	-	Gaoji 3	Gentianales	Rubiaceae	Morinda
1145	Moringa oleifera	-	-	Brassicales	Moringaceae	Moringa
1145	Moringa oleifera	-	-	Brassicales	Moringaceae	Moringa
1145	Moringa oleifera	-	-	Brassicales	Moringaceae	Moringa
1145	Moringa oleifera	diploid	Mtongwe1	Brassicales	Moringaceae	Moringa
1146	Morus alba	-	-	Rosales	Moraceae	Morus
1147	Morus genus	diploid	-	Rosales	Moraceae	Morus
1147	Morus genus	diploid	-	Rosales	Moraceae	Morus
1147	Morus genus	diploid	-	Rosales	Moraceae	Morus
1147	Morus genus	diploid	-	Rosales	Moraceae	Morus
1147	Morus genus	diploid	-	Rosales	Moraceae	Morus
1147	Morus genus	diploid	-	Rosales	Moraceae	Morus
1148	Morus indica	-	Kanva-2	Rosales	Moraceae	Morus
1149	Morus notabilis	-	-	Rosales	Moraceae	Morus
1149	Morus notabilis	diploid	-	Rosales	Moraceae	Morus
1149	Morus notabilis	diploid	NA(male)	Rosales	Moraceae	Morus
1149	Morus notabilis	diploid	NA(female)	Rosales	Moraceae	Morus
1149	Morus notabilis	diploid	Mnot-SWU	Rosales	Moraceae	Morus
1150	Morus yunnanensis	diploid	improved	Rosales	Moraceae	Morus
1151	Mucuna pruriens	-	-	Fabales	Fabaceae	Mucuna
1151	Mucuna pruriens	-	var. utilis	Fabales	Fabaceae	Mucuna
1152	Murraya paniculata	diploid	-	Sapindales	Rutaceae	Murraya
1152	Murraya paniculata	diploid	-	Sapindales	Rutaceae	Murraya
1153	Musa acuminata	-	DH-Pahang	Zingiberales	Musaceae	Musa
1153	Musa acuminata	diploid	update	Zingiberales	Musaceae	Musa
1153	Musa acuminata	-	DH-Pahang;improved	Zingiberales	Musaceae	Musa
1153	Musa acuminata	diploid	haplotype 1	Zingiberales	Musaceae	Musa
1153	Musa acuminata	diploid	haplotype 2	Zingiberales	Musaceae	Musa
1154	Musa balbisiana	diploid	PKW	Zingiberales	Musaceae	Musa
1154	Musa balbisiana	diploid	DH-PKW	Zingiberales	Musaceae	Musa
1155	Musa beccarii	diploid	N. W. Simmonds	Zingiberales	Musaceae	Musa
1156	Musa itinerans	diploid	-	Zingiberales	Musaceae	Musa
1157	Musa ornata	diploid	banana	Zingiberales	Musaceae	Musa
1158	Musa schizocarpa	diploid	-	Zingiberales	Musaceae	Musa
1159	Musa textilis	diploid	NSIC 2017 Mt 001	Zingiberales	Musaceae	Musa
1159	Musa textilis	diploid	Abaca	Zingiberales	Musaceae	Musa
1160	Musa troglodytarum	triploid	-	Zingiberales	Musaceae	Musa
1160	Musa troglodytarum	diploid	Utafun	Zingiberales	Musaceae	Musa
1161	Musa velutina	diploid	-	Zingiberales	Musaceae	Musa
1162	Muscadinia rotundifolia	diploid	cv. Trayshed (haplotype 2)	Vitales	Vitaceae	Muscadinia
1162	Muscadinia rotundifolia	diploid	cv. Trayshed (haplotype 1)	Vitales	Vitaceae	Muscadinia
1163	Musella lasiocarpa	-	-	Zingiberales	Musaceae	Musella
1164	Mychonastes homosphaera	-	-	Sphaeropleales	Mychonastaceae	Mychonastes
1165	Myrciaria cauliflora	diploid	treegrapes	Myrtales	Myrtaceae	Myrciaria
1166	Myrica rubra	diploid	Chinese bayberry	Fagales	Myricaceae	Myrica
1167	Myricaria laxiflora	-	-	Caryophyllales	Tamaricaceae	Myricaria
1168	Myrmecia bisecta (MyrbisSAG2043)	-	-	Trebouxiales	-	Myrmecia bisecta
1169	Nannochloropsis oceanica C018	-	microalga	Tetrasporales	Chlorococcaceae	Nannochloropsis oceanica
1170	Nasturtium officinale	tetraploid	-	Brassicales	Brassicaceae	Nasturtium
1171	Neltuma pallida	diploid	Peruvian Algarrobo	Fabales	legumous	Neltuma
1172	Nelumbo lutea	diploid	AL1	Proteales	Nelumbonaceae	Nelumbo
1173	Nelumbo nucifera	diploid	China Antique	Proteales	Nelumbonaceae	Nelumbo
1173	Nelumbo nucifera	diploid	Chinese Tai-zi lotus	Proteales	Nelumbonaceae	Nelumbo
1173	Nelumbo nucifera	diploid	update Chinese Tai-zi lotus	Proteales	Nelumbonaceae	Nelumbo
1173	Nelumbo nucifera	diploid	update China Antique	Proteales	Nelumbonaceae	Nelumbo
1173	Nelumbo nucifera	diploid	Taikonglian No. 3	Proteales	Nelumbonaceae	Nelumbo
1174	Neolamarckia cadamba	diploid	-	Gentianales	Rubiaceae	Neolamarckia
1175	Nepenthes gracilis	decaploid	SING2019-196(male)	Caryophyllales	Nepenthaceae	Nepenthes
1175	Nepenthes gracilis	decaploid	SING2019-194(female)	Caryophyllales	Nepenthaceae	Nepenthes
1176	Nepenthes mirabilis	diploid	-	Caryophyllales	Nepenthaceae	Nepenthes
1177	Nephelium lappaceum	-	-	Sapindales	Sapindaceae	Nephelium
1177	Nephelium lappaceum	-	cultivar R-162	Sapindales	Sapindaceae	Nephelium
1178	Neslia paniculata	diploid	-	Brassicales	Brassicaceae	Neslia
1179	Nicotiana attenuata	diploid	-	Solanales	Solanaceae	Nicotiana
1180	Nicotiana benthamiana	tetraploid	-	Solanales	Solanaceae	Nicotiana
1180	Nicotiana benthamiana	tetraploid	lab strain	Sapindales	Sapindaceae	Nicotiana
1180	Nicotiana benthamiana	tetraploid	-	Solanales	Solanaceae	Nicotiana
1180	Nicotiana benthamiana	tetraploid	LAB	Solanales	Solanaceae	Nicotiana
1180	Nicotiana benthamiana	tetraploid	QLD	Solanales	Solanaceae	Nicotiana
1180	Nicotiana benthamiana	diploid	-	Solanales	Solanaceae	Nicotiana
1180	Nicotiana benthamiana	-	-	Solanales	Solanaceae	Nicotiana
1180	Nicotiana benthamiana	-	-	Solanales	Solanaceae	Nicotiana
1181	Nicotiana glauca	diploid	-	Solanales	Solanaceae	Nicotiana
1182	Nicotiana knightiana	diploid	-	Solanales	Solanaceae	Nicotiana
1183	Nicotiana obtusifolia	diploid	-	Solanales	Solanaceae	Nicotiana
1184	Nicotiana otophora	diploid	-	Solanales	Solanaceae	Nicotiana
1185	Nicotiana paniculata	diploid	-	Solanales	Solanaceae	Nicotiana
1186	Nicotiana rustica	tetraploid	-	Solanales	Solanaceae	Nicotiana
1187	Nicotiana sylvestris	diploid	-	Solanales	Solanaceae	Nicotiana
1187	Nicotiana sylvestris	-	-	Solanales	Solanaceae	Nicotiana
1188	Nicotiana tabacum	tetraploid	K326	Solanales	Solanaceae	Nicotiana
1188	Nicotiana tabacum	tetraploid	BX	Solanales	Solanaceae	Nicotiana
1188	Nicotiana tabacum	tetraploid	TN90	Solanales	Solanaceae	Nicotiana
1188	Nicotiana tabacum	tetraploid	update K326	Solanales	Solanaceae	Nicotiana
1188	Nicotiana tabacum	-	-	Solanales	Solanaceae	Nicotiana
1188	Nicotiana tabacum	diploid	-	Solanales	Solanaceae	Nicotiana
1189	Nicotiana tomentosiformis	diploid	-	Solanales	Solanaceae	Nicotiana
1189	Nicotiana tomentosiformis	-	-	Solanales	Solanaceae	Nicotiana
1190	Nicotiana undulata	diploid	-	Solanales	Solanaceae	Nicotiana
1191	Niphotrichum japonicum	-	-	Grimmiales	Grimmiaceae	Niphotrichum
1192	Nissolia schottii	-	-	Fabales	Fabaceae	Nissolia
1193	Noccaea caerulescens	-	-	Brassicales	Brassicaceae	Noccaea
1194	Noccaea goesingensis	-	-	Brassicales	Brassicaceae	Noccaea
1195	Notholithocarpus densiflorus	diploid	Notholithocarpus densiflorus	Fagales	Fagaceae	Notholithocarpus
1196	Notopterygium incisum	diploid	-	Apiales	Apiaceae	Notopterygium
1197	Nymphaea colorata	diploid	-	Nymphaeales	Nymphaeaceae	Nymphaea
1198	Nymphaea thermarum	diploid	-	Nymphaeales	Nymphaeaceae	Nymphaea
1199	Nymphoides indica	-	-	Asterales	Menyanthaceae	Nymphoides
1199	Nymphoides indica	-	S-V2	Asterales	Menyanthaceae	Nymphoides
1199	Nymphoides indica	-	L-V1	Asterales	Menyanthaceae	Nymphoides
1199	Nymphoides indica	-	haplotype A	Asterales	Menyanthaceae	Nymphoides
1199	Nymphoides indica	-	haplotype B	Asterales	Menyanthaceae	Nymphoides
1200	Nypa fruticans	diploid	-	Arecales	Arecaceae	Nypa
1200	Nypa fruticans	-	-	Arecales	Arecaceae	Nypa
1201	Nyssa sinensis	-	-	Cornales	Nyssaceae	Nyssa
1202	Nyssa yunnanensis	-	-	Cornales	Nyssaceae	Nyssa
1203	Ochetophila trinervis	-	-	Rosales	Rhamnaceae	Ochetophila
1204	Ochroma pyramidale	-	HCNGB_00009295	Malvales	Malvaceae	Ochroma
1205	Ocimum basilicum	-	Genovese	Lamiales	Lamiaceae	Ocimum
1205	Ocimum basilicum	-	Perrie	Lamiales	Lamiaceae	Ocimum
1206	Ocimum sanctum	diploid	CIM Ayu	Lamiales	Lamiaceae	Ocimum
1206	Ocimum sanctum	diploid	Krishna	Lamiales	Lamiaceae	Ocimum
1207	Odontarrhena argentea	-	-	Brassicales	Brassicaceae	Odontarrhena
1208	Oenanthe javanica	-	-	Apiales	Apiaceae	Oenanthe
1208	Oenanthe javanica	-	Liyang Baiqin	Apiales	Apiaceae	Oenanthe
1209	Oenanthe sinensis	-	Zhonghua Shuiqin'	Apiales	Apiaceae	Oenanthe
1210	Oldenlandia corymbosa	-	M15	Gentianales	Rubiaceae	Oldenlandia
1211	Oldenlandia diffusa	diploid	-	Gentianales	Rubiaceae	Oldenlandia
1212	Olea europaea	diploid	Farga	Lamiales	Oleaceae	Olea
1212	Olea europaea	diploid	var.syvestris	Lamiales	Oleaceae	Olea
1212	Olea europaea	-	Olive	Lamiales	Oleaceae	Olea
1213	Olyra latifolia	diploid	-	Poales	Poaceae	Olyra
1213	Olyra latifolia	-	-	Poales	Poaceae	Olyra
1214	Onobrychis viciifolia	tetraploid	Sainfoin	Fabales	Papilionoideae	Onobrychis
1215	Ophiorrhiza pumila	diploid	-	Gentianales	Rubiaceae	Ophiorrhiza
1216	Opuntia exhibit	-	cactus pear	Caryophyllales	Cactaceae	Opuntia
1217	Origanum majorana	-	-	Lamiales	Lamiaceae	Origanum
1218	Origanum vulgare	-	-	Lamiales	Lamiaceae	Origanum
1219	Orinus kokonorica	tetraploid	-	Poales	Poaceae	Orinus
1220	Ormosia emarginata	-	-	Fabales	Fabaceae	Ormosia
1221	Ormosia semicastrata	-	-	Fabales	Fabaceae	Ormosia
1222	Orobanche coerulescens	-	-	Lamiales	Orobanchaceae	Orobanche
1223	Orobanche cumana	-	-	Lamiales	Orobanchaceae	Orobanche
1224	Oropetium thomaeum	diploid	-	Poales	Poaceae	Oropetium
1225	Orychophragmus violaceus	diploid	-	Brassicales	Brassicaceae	Orychophragmus
1225	Orychophragmus violaceus	diploid	-	Brassicales	Brassicaceae	Orychophragmus
1226	Oryza alta	tetraploid	PPR1	Poales	Poaceae	Oryza
1227	Oryza australiensis	diploid	AusTRCF 318143	Poales	Poaceae	Oryza
1228	Oryza barthii	diploid	-	Poales	Poaceae	Oryza
1228	Oryza barthii	diploid	IRGC:105608	Poales	Poaceae	Oryza
1228	Oryza barthii	diploid	-	Poales	Poaceae	Oryza
1228	Oryza barthii	diploid	-	Poales	Poaceae	Oryza
1228	Oryza barthii	diploid	-	Poales	Poaceae	Oryza
1228	Oryza barthii	diploid	-	Poales	Poaceae	Oryza
1228	Oryza barthii	diploid	-	Poales	Poaceae	Oryza
1228	Oryza barthii	diploid	-	Poales	Poaceae	Oryza
1228	Oryza barthii	diploid	-	Poales	Poaceae	Oryza
1228	Oryza barthii	diploid	-	Poales	Poaceae	Oryza
1228	Oryza barthii	diploid	-	Poales	Poaceae	Oryza
1228	Oryza barthii	diploid	-	Poales	Poaceae	Oryza
1229	Oryza brachyantha	diploid	-	Poales	Poaceae	Oryza
1230	Oryza coarctata	tetraploid	-	Poales	Poaceae	Oryza
1230	Oryza coarctata	tetraploid	-	Poales	Poaceae	Oryza
1231	Oryza eichingeri	diploid	-	Poales	Poaceae	Oryza
1232	Oryza glaberrima	diploid	-	Poales	Poaceae	Oryza
1232	Oryza glaberrima	diploid	CG14	Poales	Poaceae	Oryza
1232	Oryza glaberrima	diploid	-	Poales	Poaceae	Oryza
1232	Oryza glaberrima	diploid	-	Poales	Poaceae	Oryza
1232	Oryza glaberrima	diploid	-	Poales	Poaceae	Oryza
1232	Oryza glaberrima	diploid	-	Poales	Poaceae	Oryza
1232	Oryza glaberrima	diploid	-	Poales	Poaceae	Oryza
1232	Oryza glaberrima	diploid	-	Poales	Poaceae	Oryza
1232	Oryza glaberrima	diploid	-	Poales	Poaceae	Oryza
1232	Oryza glaberrima	diploid	-	Poales	Poaceae	Oryza
1232	Oryza glaberrima	diploid	-	Poales	Poaceae	Oryza
1232	Oryza glaberrima	diploid	-	Poales	Poaceae	Oryza
1232	Oryza glaberrima	diploid	-	Poales	Poaceae	Oryza
1233	Oryza glumaepatula	diploid	-	Poales	Poaceae	Oryza
1233	Oryza glumaepatula	diploid	GEN1233	Poales	Poaceae	Oryza
1234	Oryza granulata	diploid	No.102117	Poales	Poaceae	Oryza
1234	Oryza granulata	diploid	Ecotype: Menghai	Poales	Poaceae	Oryza
1235	Oryza longistaminata	diploid	RD23	Poales	Poaceae	Oryza
1235	Oryza longistaminata	diploid	IRGC 81967	Poales	Poaceae	Oryza
1235	Oryza longistaminata	-	wild rice	Poales	Poaceae	Oryza
1235	Oryza longistaminata	-	wild rice	Poales	Poaceae	Oryza
1236	Oryza meridionalis	diploid	-	Poales	Poaceae	Oryza
1236	Oryza meridionalis	diploid	Taxon B;Ecotype: Australia	Poales	Poaceae	Oryza
1236	Oryza meridionalis	diploid	W2112	Poales	Poaceae	Oryza
1237	Oryza nivara	diploid	-	Poales	Poaceae	Oryza
1237	Oryza nivara	diploid	IRGC:100897	Poales	Poaceae	Oryza
1238	Oryza officinalis	diploid	-	Poales	Poaceae	Oryza
1239	Oryza punctata	-	-	Poales	Poaceae	Oryza
1239	Oryza punctata	diploid	IRGC 105690	Poales	Poaceae	Oryza
1240	Oryza rhizomatis	-	-	Poales	Poaceae	Oryza
1241	Oryza rufipogon	diploid	Taxon A;Ecotype: Australia	Poales	Poaceae	Oryza
1241	Oryza rufipogon	diploid	W1943	Poales	Poaceae	Oryza
1241	Oryza rufipogon	diploid	RUF	Poales	Poaceae	Oryza
1241	Oryza rufipogon	diploid	No. IRGC106162	Poales	Poaceae	Oryza
1241	Oryza rufipogon	diploid	wild65	Poales	Poaceae	Oryza
1241	Oryza rufipogon	diploid	wild273	Poales	Poaceae	Oryza
1241	Oryza rufipogon	diploid	wild219	Poales	Poaceae	Oryza
1241	Oryza rufipogon	diploid	wild131	Poales	Poaceae	Oryza
1241	Oryza rufipogon	diploid	wild12	Poales	Poaceae	Oryza
1241	Oryza rufipogon	diploid	wild111	Poales	Poaceae	Oryza
1241	Oryza rufipogon	diploid	-	Poales	Poaceae	Oryza
1241	Oryza rufipogon	diploid	-	Poales	Poaceae	Oryza
1241	Oryza rufipogon	diploid	-	Poales	Poaceae	Oryza
1241	Oryza rufipogon	diploid	-	Poales	Poaceae	Oryza
1241	Oryza rufipogon	diploid	-	Poales	Poaceae	Oryza
