No.species	Species	Taxonomy ID	Ploidy	Accession name	Order	Family	Clade
1073	Manihot esculenta	3983	diploid	Xinxuan 048 (haplotypeA)	Malpighiales	Euphorbiaceae	Manihot
1073	Manihot esculenta	3983	diploid	Xinxuan 048 (haplotypeB)	Malpighiales	Euphorbiaceae	Manihot
1074	Marchantia inflexa	71450	-	-	Marchantiales	Marchantiaceae	Marchantia
1075	Marchantia paleacea	56867	-	-	Marchantiales	Marchantiaceae	Marchantia
1076	Marchantia polymorpha	3197	-	subsp.ruderalis	Marchantiales	Marchantiaceae	Marchantia
1076	Marchantia polymorpha	3197	-	subsp. montivagans	Marchantiales	Marchantiaceae	Marchantia
1076	Marchantia polymorpha	3197	-	subsp. polymorpha	Marchantiales	Marchantiaceae	Marchantia
1077	Marmoritis complanata	672822	-	-	Lamiales	Lamiaceae	Marmoritis
1078	Marsdenia tenacissima	-	-	-	Gentianales	Apocynaceae	Marsdenia
1079	Medicago arabica	70936	diploid	spotted medick	Fabales	Fabaceae	Medicago
1080	Medicago lupulina	47085	diploid	Black Medic	Fabales	Fabaceae	Medicago
1081	Medicago polymorpha	47084	diploid	-	Fabales	Fabaceae	Medicago
1082	Medicago ruthenica	70973	diploid	-	Fabales	Fabaceae	Medicago
1083	Medicago sativa	3879	-	-	Fabales	Fabaceae	Medicago
1083	Medicago sativa	3879	-	Zhongmu No.1	Fabales	Fabaceae	Medicago
1083	Medicago sativa	3879	-	spp. caerulea PI464715	Fabales	Fabaceae	Medicago
1083	Medicago sativa	3879	tetraploid	Alfalfa	Fabales	Fabaceae	Medicago
1084	Medicago sativa ssp. falcata	-	tetraploid	-	Fabales	Fabaceae	Medicago
1085	Medicago truncatula	3880	diploid	A17	Fabales	Fabaceae	Medicago
1085	Medicago truncatula	3880	diploid	R108	Fabales	Fabaceae	Medicago
1085	Medicago truncatula	3880	diploid	update A17;v5	Fabales	Fabaceae	Medicago
1085	Medicago truncatula	3880	diploid	R108(improved)	Fabales	Fabaceae	Medicago
1085	Medicago truncatula	3880	diploid	R108 (improved)	Fabales	Fabaceae	Medicago
1085	Medicago truncatula	3880	-	-	Fabales	Fabaceae	Medicago
1086	Megacarpaea delavayi	264428	-	-	Brassicales	Brassicaceae	Megacarpaea
1087	Megadenia pygmaea	537175	-	-	Brassicales	Brassicaceae	Megadenia
1088	Melaleuca alternifolia	164405	-	SCU1	Myrtales	Myrtaceae	Melaleuca
1089	Melaleuca quinquenervia	164942	diploid	haplotype A	Myrtales	Myrtaceae	Melaleuca
1089	Melaleuca quinquenervia	164942	diploid	haplotype B	Myrtales	Myrtaceae	Melaleuca
1090	Melastoma candidum	119954	-	-	Myrtales	Melastomataceae	Melastoma
1091	Melastoma dodecandrum	130512	diploid	-	Myrtales	Melastomataceae	Melastoma
1092	Melia azedarach	155640	-	Melia azedarach	Sapindales	Meliaceae	Melia
1093	Melilotus albus	47082	diploid	Ma46	Fabales	Fabaceae	Melilotus
1094	Melilotus officinalis	47083	diploid	-	Fabales	Fabaceae	Melilotus
1094	Melilotus officinalis	47083	diploid	Sweet yellow clover	Fabales	Fabaceae	Melilotus
1095	Melocanna baccifera	104005	-	-	Poales	Poaceae	Melocanna
1096	Meniocus linifolius	457770	diploid	-	Brassicales	Brassicaceae	Meniocus
1097	Menispermum dauricum	49683	-	-	Ranunculales	Menispermaceae	Menispermum
1098	Mentha longifolia	38859	diploid	-	Lamiales	Lamiaceae	Mentha
1099	Mentha longifolia	38859	diploid	CMEN 585	Lamiales	Lamiaceae	Mentha
1099	Mentha suaveolens	38860	diploid	apple mint	Lamiales	Lamiaceae	Mentha
1100	Mentha suaveolens 'Variegata'	-	diploid	mint	Lamiales	Lamiaceae	Mentha
1101	Mentha × piperita	-	hexaploid	Peppermint	Lamiales	Lamiaceae	Mentha
1102	Mercurialis annua	3986	diploid	-	Malpighiales	Euphorbiaceae	Mercurialis
1103	Mesembryanthemum crystallinum	3544	diploid	-	Caryophyllales	Aizoaceae	Mesembryanthemum
1104	Mesostigma viride	41882	-	-	-	-	Mesostigma
1105	Mesotaenium endlicherianum	184485	-	-	Zygnematales	Mesotaeniaceae	Mesotaenium
1106	Messastrum gracile	81816	-	SE-MC4	Sphaeropleales	Selenastraceae	Messastrum
1107	Mesua ferrea	210380	-	-	Malpighiales	Calophyllaceae	Mesua
1107	Mesua ferrea	210380	-	HCNGB_00001601	Malpighiales	Calophyllaceae	Mesua
1108	Metasequoia glyptostroboides	3371	diploid	-	Cupressales	Cupressaceae	Metasequoia
1109	Metrosideros polymorpha	101976	diploid	-	Myrtales	Myrtaceae	Metrosideros
1110	Michelia alba DC (MC)	-	diploid	-	Magnoliales	Magnoliaceae	Michelia
1111	Michelia alba DC (MM)	-	diploid	-	Magnoliales	Magnoliaceae	Michelia
1112	Micractinium conductrix	554055	-	-	Chlorellales	Chlorellaceae	Micractinium
1113	Microcos paniculata	197124	-	haplotype A	Malvales	Malvaceae	Microcos
1113	Microcos paniculata	197124	-	haplotype B	Malvales	Malvaceae	Microcos
1114	Micromonas commoda	296587	-	-	Mamiellales	Mamiellaceae	Micromonas
1115	Micromonas pusilla	38833	-	-	Mamiellales	Mamiellaceae	Micromonas
1116	Microstegium vimineum	91518	-	-	Poales	Poaceae	Microstegium
1117	Microtea debilis	696524	-	-	Caryophyllales	Microteaceae	Microtea
1118	Microthlaspi erraticum	1685480	-	-	Brassicales	Brassicaceae	Microthlaspi
1119	Mikania micrantha	192012	-	-	Asterales	Asteraceae	Mikania
1120	Mimosa bimucronata	587864	-	-	Fabales	Fabaceae	Mimosa
1120	Mimosa bimucronata	587864	diploid	-	Fabales	Fabaceae	Mimosa
1121	Mimosa pudica	76306	tetraploid	-	Fabales	Fabaceae	Mimosa
1122	Mimulus guttatus	-	tetraploid	-	Lamiales	Phrymaceae	Mimulus
1123	Mimulus luteus	-	tetraploid	-	Lamiales	Phrymaceae	Mimulus
1124	Mimulus sookensis	1256261	tetraploid	-	Lamiales	Phrymaceae	Mimulus
1125	Miscanthus floridulus	154761	diploid	MF70	Poales	Poaceae	Miscanthus
1126	Miscanthus lutarioriparius	422564	-	-	Poales	Poaceae	Miscanthus
1126	Miscanthus lutarioriparius	422564	diploid	-	Poales	Poaceae	Miscanthus
1127	Miscanthus sacchariflorus	183675	-	-	Poales	Poaceae	Miscanthus
1128	Miscanthus sinensis	62337	-	-	Poales	Poaceae	Miscanthus
1129	Misopates orontium	102599	diploid	-	Lamiales	Plantaginaceae	Misopates
1130	Mitragyna speciosa	170351	tetraploid	Rifat	Gentianales	Rubiaceae	Mitragyna
1130	Mitragyna speciosa	170351	tetraploid	-	Gentianales	Rubiaceae	Mitragyna
1131	Momordica balsamina	3672	diploid	Balsam apple; Southern Balsam pear; African pumpkin	Cucurbitales	Cucurbitaceae	Momordica
1132	Momordica charantia	3673	diploid	OHB3-1	Cucurbitales	Cucurbitaceae	Momordica
1132	Momordica charantia	3673	diploid	Dali-11	Cucurbitales	Cucurbitaceae	Momordica
1132	Momordica charantia	3673	diploid	subsp. macroloba	Cucurbitales	Cucurbitaceae	Momordica
1132	Momordica charantia	3673	diploid	OHB3-1	Cucurbitales	Cucurbitaceae	Momordica
1132	Momordica charantia	3673	diploid	var. abbreviata Ser.	Cucurbitales	Cucurbitaceae	Momordica
1133	Monoraphidium minutum	39955	-	26B-AM	Sphaeropleales	Selenastraceae	Monoraphidium
1134	Monoraphidium neglectum	145388	diploid	-	Sphaeropleales	Selenastraceae	Monoraphidium
1135	Monotropa hypopitys	176248	-	-	Ericales	Ericaceae	Monotropa
1136	Morella rubra	262757	diploid	Y2012-145	Fagales	Myricaceae	Morella
1136	Morella rubra	262757	diploid	H2011-12	Fagales	Myricaceae	Morella
1136	Morella rubra	262757	-	Zaojia	Fagales	Myricaceae	Morella
1137	Moricandia arvensis	180540	-	MOR1	Brassicales	Brassicaceae	Moricandia
1138	Moricandia moricandioides	308297	-	04–0393–10–00	Brassicales	Brassicaceae	Moricandia
1139	Moricandia nitens	264187	diploid	M59 (S.Rawthorne) Israel	Brassicales	Brassiceae	Moricandia
1140	Moricandia sinaica	475162	diploid	M60	Brassicales	Brassiceae	Moricandia
1141	Moricandia spinosa	475163	tetraploid	M64	Brassicales	Brassiceae	Moricandia
1142	Moricandia suffruticosa	308298	diploid	KEW0105433	Brassicales	Brassiceae	Moricandia
1143	Morinda citrifolia	43522	diploid	-	Gentianales	Rubiaceae	Morinda
1144	Morinda officinalis	-	-	Gaoji 3	Gentianales	Rubiaceae	Morinda
1145	Moringa oleifera	3735	-	-	Brassicales	Moringaceae	Moringa
1145	Moringa oleifera	3735	-	-	Brassicales	Moringaceae	Moringa
1145	Moringa oleifera	3735	-	-	Brassicales	Moringaceae	Moringa
1145	Moringa oleifera	3735	diploid	Mtongwe1	Brassicales	Moringaceae	Moringa
1146	Morus alba	3498	-	-	Rosales	Moraceae	Morus
1147	Morus genus	-	diploid	-	Rosales	Moraceae	Morus
1147	Morus genus	-	diploid	-	Rosales	Moraceae	Morus
1147	Morus genus	-	diploid	-	Rosales	Moraceae	Morus
1147	Morus genus	-	diploid	-	Rosales	Moraceae	Morus
1147	Morus genus	-	diploid	-	Rosales	Moraceae	Morus
1147	Morus genus	-	diploid	-	Rosales	Moraceae	Morus
1148	Morus indica	248361	-	Kanva-2	Rosales	Moraceae	Morus
1149	Morus notabilis	981085	-	-	Rosales	Moraceae	Morus
1149	Morus notabilis	981085	diploid	-	Rosales	Moraceae	Morus
1149	Morus notabilis	981085	diploid	NA(male)	Rosales	Moraceae	Morus
1149	Morus notabilis	981085	diploid	NA(female)	Rosales	Moraceae	Morus
1149	Morus notabilis	981085	diploid	Mnot-SWU	Rosales	Moraceae	Morus
1150	Morus yunnanensis	1458532	diploid	improved	Rosales	Moraceae	Morus
1151	Mucuna pruriens	157652	-	-	Fabales	Fabaceae	Mucuna
1151	Mucuna pruriens	157652	-	var. utilis	Fabales	Fabaceae	Mucuna
1152	Murraya paniculata	43711	diploid	-	Sapindales	Rutaceae	Murraya
1152	Murraya paniculata	43711	diploid	-	Sapindales	Rutaceae	Murraya
1153	Musa acuminata	4641	-	DH-Pahang	Zingiberales	Musaceae	Musa
1153	Musa acuminata	4641	diploid	update	Zingiberales	Musaceae	Musa
1153	Musa acuminata	4641	-	DH-Pahang;improved	Zingiberales	Musaceae	Musa
1153	Musa acuminata	4641	diploid	haplotype 1	Zingiberales	Musaceae	Musa
1153	Musa acuminata	4641	diploid	haplotype 2	Zingiberales	Musaceae	Musa
1154	Musa balbisiana	52838	diploid	PKW	Zingiberales	Musaceae	Musa
1154	Musa balbisiana	52838	diploid	DH-PKW	Zingiberales	Musaceae	Musa
1155	Musa beccarii	192045	diploid	N. W. Simmonds	Zingiberales	Musaceae	Musa
1156	Musa itinerans	574487	diploid	-	Zingiberales	Musaceae	Musa
1157	Musa ornata	160690	diploid	banana	Zingiberales	Musaceae	Musa
1158	Musa schizocarpa	52706	diploid	-	Zingiberales	Musaceae	Musa
1159	Musa textilis	228183	diploid	NSIC 2017 Mt 001	Zingiberales	Musaceae	Musa
1159	Musa textilis	228183	diploid	Abaca	Zingiberales	Musaceae	Musa
1160	Musa troglodytarum	320322	triploid	-	Zingiberales	Musaceae	Musa
1160	Musa troglodytarum	320322	diploid	Utafun	Zingiberales	Musaceae	Musa
1161	Musa velutina	228181	diploid	-	Zingiberales	Musaceae	Musa
1162	Muscadinia rotundifolia	-	diploid	cv. Trayshed (haplotype 2)	Vitales	Vitaceae	Muscadinia
1162	Muscadinia rotundifolia	-	diploid	cv. Trayshed (haplotype 1)	Vitales	Vitaceae	Muscadinia
1163	Musella lasiocarpa	101617	-	-	Zingiberales	Musaceae	Musella
1164	Mychonastes homosphaera	31300	-	-	Sphaeropleales	Mychonastaceae	Mychonastes
1165	Myrciaria cauliflora	-	diploid	treegrapes	Myrtales	Myrtaceae	Myrciaria
1166	Myrica rubra	-	diploid	Chinese bayberry	Fagales	Myricaceae	Myrica
1167	Myricaria laxiflora	223224	-	-	Caryophyllales	Tamaricaceae	Myricaria
1168	Myrmecia bisecta (MyrbisSAG2043)	-	-	-	Trebouxiales	-	Myrmecia bisecta
1169	Nannochloropsis oceanica C018	-	-	microalga	Tetrasporales	Chlorococcaceae	Nannochloropsis oceanica
1170	Nasturtium officinale	65948	tetraploid	-	Brassicales	Brassicaceae	Nasturtium
1171	Neltuma pallida	204979	diploid	Peruvian Algarrobo	Fabales	legumous	Neltuma
1172	Nelumbo lutea	4431	diploid	AL1	Proteales	Nelumbonaceae	Nelumbo
1173	Nelumbo nucifera	4432	diploid	China Antique	Proteales	Nelumbonaceae	Nelumbo
1173	Nelumbo nucifera	4432	diploid	Chinese Tai-zi lotus	Proteales	Nelumbonaceae	Nelumbo
1173	Nelumbo nucifera	4432	diploid	update Chinese Tai-zi lotus	Proteales	Nelumbonaceae	Nelumbo
1173	Nelumbo nucifera	4432	diploid	update China Antique	Proteales	Nelumbonaceae	Nelumbo
1173	Nelumbo nucifera	4432	diploid	Taikonglian No. 3	Proteales	Nelumbonaceae	Nelumbo
1174	Neolamarckia cadamba	153762	diploid	-	Gentianales	Rubiaceae	Neolamarckia
1175	Nepenthes gracilis	150966	decaploid	SING2019-196(male)	Caryophyllales	Nepenthaceae	Nepenthes
1175	Nepenthes gracilis	150966	decaploid	SING2019-194(female)	Caryophyllales	Nepenthaceae	Nepenthes
1176	Nepenthes mirabilis	150983	diploid	-	Caryophyllales	Nepenthaceae	Nepenthes
1177	Nephelium lappaceum	151071	-	-	Sapindales	Sapindaceae	Nephelium
1177	Nephelium lappaceum	151071	-	cultivar R-162	Sapindales	Sapindaceae	Nephelium
1178	Neslia paniculata	98023	diploid	-	Brassicales	Brassicaceae	Neslia
1179	Nicotiana attenuata	49451	diploid	-	Solanales	Solanaceae	Nicotiana
1180	Nicotiana benthamiana	4100	tetraploid	-	Solanales	Solanaceae	Nicotiana
1180	Nicotiana benthamiana	4100	tetraploid	lab strain	Sapindales	Sapindaceae	Nicotiana
1180	Nicotiana benthamiana	4100	tetraploid	-	Solanales	Solanaceae	Nicotiana
1180	Nicotiana benthamiana	4100	tetraploid	LAB	Solanales	Solanaceae	Nicotiana
1180	Nicotiana benthamiana	4100	tetraploid	QLD	Solanales	Solanaceae	Nicotiana
1180	Nicotiana benthamiana	4100	diploid	-	Solanales	Solanaceae	Nicotiana
1180	Nicotiana benthamiana	4100	-	-	Solanales	Solanaceae	Nicotiana
1180	Nicotiana benthamiana	4100	-	-	Solanales	Solanaceae	Nicotiana
1181	Nicotiana glauca	4090	diploid	-	Solanales	Solanaceae	Nicotiana
1182	Nicotiana knightiana	118699	diploid	-	Solanales	Solanaceae	Nicotiana
1183	Nicotiana obtusifolia	200316	diploid	-	Solanales	Solanaceae	Nicotiana
1184	Nicotiana otophora	4091	diploid	-	Solanales	Solanaceae	Nicotiana
1185	Nicotiana paniculata	62141	diploid	-	Solanales	Solanaceae	Nicotiana
1186	Nicotiana rustica	4093	tetraploid	-	Solanales	Solanaceae	Nicotiana
1187	Nicotiana sylvestris	4096	diploid	-	Solanales	Solanaceae	Nicotiana
1187	Nicotiana sylvestris	4096	-	-	Solanales	Solanaceae	Nicotiana
1188	Nicotiana tabacum	4097	tetraploid	K326	Solanales	Solanaceae	Nicotiana
1188	Nicotiana tabacum	4097	tetraploid	BX	Solanales	Solanaceae	Nicotiana
1188	Nicotiana tabacum	4097	tetraploid	TN90	Solanales	Solanaceae	Nicotiana
1188	Nicotiana tabacum	4097	tetraploid	update K326	Solanales	Solanaceae	Nicotiana
1188	Nicotiana tabacum	4097	-	-	Solanales	Solanaceae	Nicotiana
1188	Nicotiana tabacum	4097	diploid	-	Solanales	Solanaceae	Nicotiana
1189	Nicotiana tomentosiformis	4098	diploid	-	Solanales	Solanaceae	Nicotiana
1189	Nicotiana tomentosiformis	4098	-	-	Solanales	Solanaceae	Nicotiana
1190	Nicotiana undulata	118713	diploid	-	Solanales	Solanaceae	Nicotiana
1191	Niphotrichum japonicum	254109	-	-	Grimmiales	Grimmiaceae	Niphotrichum
1192	Nissolia schottii	105944	-	-	Fabales	Fabaceae	Nissolia
1193	Noccaea caerulescens	107243	-	-	Brassicales	Brassicaceae	Noccaea
1194	Noccaea goesingensis	60913	-	-	Brassicales	Brassicaceae	Noccaea
1195	Notholithocarpus densiflorus	165545	diploid	Notholithocarpus densiflorus	Fagales	Fagaceae	Notholithocarpus
1196	Notopterygium incisum	-	diploid	-	Apiales	Apiaceae	Notopterygium
1197	Nymphaea colorata	210225	diploid	-	Nymphaeales	Nymphaeaceae	Nymphaea
1198	Nymphaea thermarum	419125	diploid	-	Nymphaeales	Nymphaeaceae	Nymphaea
1199	Nymphoides indica	105901	-	-	Asterales	Menyanthaceae	Nymphoides
1199	Nymphoides indica	105901	-	S-V2	Asterales	Menyanthaceae	Nymphoides
1199	Nymphoides indica	105901	-	L-V1	Asterales	Menyanthaceae	Nymphoides
1199	Nymphoides indica	105901	-	haplotype A	Asterales	Menyanthaceae	Nymphoides
1199	Nymphoides indica	105901	-	haplotype B	Asterales	Menyanthaceae	Nymphoides
1200	Nypa fruticans	4718	diploid	-	Arecales	Arecaceae	Nypa
1200	Nypa fruticans	4718	-	-	Arecales	Arecaceae	Nypa
1201	Nyssa sinensis	561372	-	-	Cornales	Nyssaceae	Nyssa
1202	Nyssa yunnanensis	161873	-	-	Cornales	Nyssaceae	Nyssa
1203	Ochetophila trinervis	262936	-	-	Rosales	Rhamnaceae	Ochetophila
1204	Ochroma pyramidale	66662	-	HCNGB_00009295	Malvales	Malvaceae	Ochroma
1205	Ocimum basilicum	39350	-	Genovese	Lamiales	Lamiaceae	Ocimum
1205	Ocimum basilicum	39350	-	Perrie	Lamiales	Lamiaceae	Ocimum
1206	Ocimum sanctum	-	diploid	CIM Ayu	Lamiales	Lamiaceae	Ocimum
1206	Ocimum sanctum	-	diploid	Krishna	Lamiales	Lamiaceae	Ocimum
1207	Odontarrhena argentea	226021	-	-	Brassicales	Brassicaceae	Odontarrhena
1208	Oenanthe javanica	49556	-	-	Apiales	Apiaceae	Oenanthe
1208	Oenanthe javanica	49556	-	Liyang Baiqin	Apiales	Apiaceae	Oenanthe
1209	Oenanthe sinensis	305802	-	Zhonghua Shuiqin'	Apiales	Apiaceae	Oenanthe
1210	Oldenlandia corymbosa	43536	-	M15	Gentianales	Rubiaceae	Oldenlandia
1211	Oldenlandia diffusa	-	diploid	-	Gentianales	Rubiaceae	Oldenlandia
1212	Olea europaea	4146	diploid	Farga	Lamiales	Oleaceae	Olea
1212	Olea europaea	4146	diploid	var.syvestris	Lamiales	Oleaceae	Olea
1212	Olea europaea	4146	-	Olive	Lamiales	Oleaceae	Olea
1213	Olyra latifolia	38716	diploid	-	Poales	Poaceae	Olyra
1213	Olyra latifolia	38716	-	-	Poales	Poaceae	Olyra
1214	Onobrychis viciifolia	3882	tetraploid	Sainfoin	Fabales	Papilionoideae	Onobrychis
1215	Ophiorrhiza pumila	157934	diploid	-	Gentianales	Rubiaceae	Ophiorrhiza
1216	Opuntia exhibit	-	-	cactus pear	Caryophyllales	Cactaceae	Opuntia
1217	Origanum majorana	268884	-	-	Lamiales	Lamiaceae	Origanum
1218	Origanum vulgare	39352	-	-	Lamiales	Lamiaceae	Origanum
1219	Orinus kokonorica	-	tetraploid	-	Poales	Poaceae	Orinus
1220	Ormosia emarginata	53908	-	-	Fabales	Fabaceae	Ormosia
1221	Ormosia semicastrata	499992	-	-	Fabales	Fabaceae	Ormosia
1222	Orobanche coerulescens	223100	-	-	Lamiales	Orobanchaceae	Orobanche
1223	Orobanche cumana	-	-	-	Lamiales	Orobanchaceae	Orobanche
1224	Oropetium thomaeum	1148796	diploid	-	Poales	Poaceae	Oropetium
1225	Orychophragmus violaceus	71234	diploid	-	Brassicales	Brassicaceae	Orychophragmus
1225	Orychophragmus violaceus	71234	diploid	-	Brassicales	Brassicaceae	Orychophragmus
1226	Oryza alta	52545	tetraploid	PPR1	Poales	Poaceae	Oryza
1227	Oryza australiensis	4532	diploid	AusTRCF 318143	Poales	Poaceae	Oryza
1228	Oryza barthii	65489	diploid	-	Poales	Poaceae	Oryza
1228	Oryza barthii	65489	diploid	IRGC:105608	Poales	Poaceae	Oryza
1228	Oryza barthii	65489	diploid	-	Poales	Poaceae	Oryza
1228	Oryza barthii	65489	diploid	-	Poales	Poaceae	Oryza
1228	Oryza barthii	65489	diploid	-	Poales	Poaceae	Oryza
1228	Oryza barthii	65489	diploid	-	Poales	Poaceae	Oryza
1228	Oryza barthii	65489	diploid	-	Poales	Poaceae	Oryza
1228	Oryza barthii	65489	diploid	-	Poales	Poaceae	Oryza
1228	Oryza barthii	65489	diploid	-	Poales	Poaceae	Oryza
1228	Oryza barthii	65489	diploid	-	Poales	Poaceae	Oryza
1228	Oryza barthii	65489	diploid	-	Poales	Poaceae	Oryza
1228	Oryza barthii	65489	diploid	-	Poales	Poaceae	Oryza
1229	Oryza brachyantha	4533	diploid	-	Poales	Poaceae	Oryza
1230	Oryza coarctata	77588	tetraploid	-	Poales	Poaceae	Oryza
1230	Oryza coarctata	77588	tetraploid	-	Poales	Poaceae	Oryza
1231	Oryza eichingeri	29689	diploid	-	Poales	Poaceae	Oryza
1232	Oryza glaberrima	4538	diploid	-	Poales	Poaceae	Oryza
1232	Oryza glaberrima	4538	diploid	CG14	Poales	Poaceae	Oryza
1232	Oryza glaberrima	4538	diploid	-	Poales	Poaceae	Oryza
1232	Oryza glaberrima	4538	diploid	-	Poales	Poaceae	Oryza
1232	Oryza glaberrima	4538	diploid	-	Poales	Poaceae	Oryza
1232	Oryza glaberrima	4538	diploid	-	Poales	Poaceae	Oryza
1232	Oryza glaberrima	4538	diploid	-	Poales	Poaceae	Oryza
1232	Oryza glaberrima	4538	diploid	-	Poales	Poaceae	Oryza
1232	Oryza glaberrima	4538	diploid	-	Poales	Poaceae	Oryza
1232	Oryza glaberrima	4538	diploid	-	Poales	Poaceae	Oryza
1232	Oryza glaberrima	4538	diploid	-	Poales	Poaceae	Oryza
1232	Oryza glaberrima	4538	diploid	-	Poales	Poaceae	Oryza
1232	Oryza glaberrima	4538	diploid	-	Poales	Poaceae	Oryza
1233	Oryza glumaepatula	-	diploid	-	Poales	Poaceae	Oryza
1233	Oryza glumaepatula	-	diploid	GEN1233	Poales	Poaceae	Oryza
1234	Oryza granulata	-	diploid	No.102117	Poales	Poaceae	Oryza
1234	Oryza granulata	-	diploid	Ecotype: Menghai	Poales	Poaceae	Oryza
1235	Oryza longistaminata	4528	diploid	RD23	Poales	Poaceae	Oryza
1235	Oryza longistaminata	4528	diploid	IRGC 81967	Poales	Poaceae	Oryza
1235	Oryza longistaminata	4528	-	wild rice	Poales	Poaceae	Oryza
1235	Oryza longistaminata	4528	-	wild rice	Poales	Poaceae	Oryza
1236	Oryza meridionalis	40149	diploid	-	Poales	Poaceae	Oryza
1236	Oryza meridionalis	40149	diploid	Taxon B;Ecotype: Australia	Poales	Poaceae	Oryza
1236	Oryza meridionalis	40149	diploid	W2112	Poales	Poaceae	Oryza
1237	Oryza nivara	4536	diploid	-	Poales	Poaceae	Oryza
1237	Oryza nivara	4536	diploid	IRGC:100897	Poales	Poaceae	Oryza
1238	Oryza officinalis	4535	diploid	-	Poales	Poaceae	Oryza
1239	Oryza punctata	4537	-	-	Poales	Poaceae	Oryza
1239	Oryza punctata	4537	diploid	IRGC 105690	Poales	Poaceae	Oryza
1240	Oryza rhizomatis	65491	-	-	Poales	Poaceae	Oryza
1241	Oryza rufipogon	4529	diploid	Taxon A;Ecotype: Australia	Poales	Poaceae	Oryza
1241	Oryza rufipogon	4529	diploid	W1943	Poales	Poaceae	Oryza
1241	Oryza rufipogon	4529	diploid	RUF	Poales	Poaceae	Oryza
1241	Oryza rufipogon	4529	diploid	No. IRGC106162	Poales	Poaceae	Oryza
1241	Oryza rufipogon	4529	diploid	wild65	Poales	Poaceae	Oryza
1241	Oryza rufipogon	4529	diploid	wild273	Poales	Poaceae	Oryza
1241	Oryza rufipogon	4529	diploid	wild219	Poales	Poaceae	Oryza
1241	Oryza rufipogon	4529	diploid	wild131	Poales	Poaceae	Oryza
1241	Oryza rufipogon	4529	diploid	wild12	Poales	Poaceae	Oryza
1241	Oryza rufipogon	4529	diploid	wild111	Poales	Poaceae	Oryza
1241	Oryza rufipogon	4529	diploid	-	Poales	Poaceae	Oryza
1241	Oryza rufipogon	4529	diploid	-	Poales	Poaceae	Oryza
1241	Oryza rufipogon	4529	diploid	-	Poales	Poaceae	Oryza
1241	Oryza rufipogon	4529	diploid	-	Poales	Poaceae	Oryza
1241	Oryza rufipogon	4529	diploid	-	Poales	Poaceae	Oryza
1241	Oryza rufipogon	4529	diploid	-	Poales	Poaceae	Oryza
1241	Oryza rufipogon	4529	diploid	-	Poales	Poaceae	Oryza
1241	Oryza rufipogon	4529	diploid	-	Poales	Poaceae	Oryza
1241	Oryza rufipogon	4529	diploid	-	Poales	Poaceae	Oryza
1241	Oryza rufipogon	4529	diploid	-	Poales	Poaceae	Oryza
1241	Oryza rufipogon	4529	diploid	-	Poales	Poaceae	Oryza
1241	Oryza rufipogon	4529	diploid	-	Poales	Poaceae	Oryza
1241	Oryza rufipogon	4529	diploid	-	Poales	Poaceae	Oryza
1241	Oryza rufipogon	4529	diploid	-	Poales	Poaceae	Oryza
1241	Oryza rufipogon	4529	diploid	-	Poales	Poaceae	Oryza
1241	Oryza rufipogon	4529	diploid	-	Poales	Poaceae	Oryza
1241	Oryza rufipogon	4529	diploid	-	Poales	Poaceae	Oryza
1241	Oryza rufipogon	4529	diploid	-	Poales	Poaceae	Oryza
1241	Oryza rufipogon	4529	diploid	-	Poales	Poaceae	Oryza
1241	Oryza rufipogon	4529	diploid	-	Poales	Poaceae	Oryza
1241	Oryza rufipogon	4529	diploid	-	Poales	Poaceae	Oryza
1241	Oryza rufipogon	4529	diploid	-	Poales	Poaceae	Oryza
1241	Oryza rufipogon	4529	diploid	-	Poales	Poaceae	Oryza
1241	Oryza rufipogon	4529	diploid	-	Poales	Poaceae	Oryza
1241	Oryza rufipogon	4529	diploid	-	Poales	Poaceae	Oryza
1241	Oryza rufipogon	4529	diploid	-	Poales	Poaceae	Oryza
1241	Oryza rufipogon	4529	diploid	-	Poales	Poaceae	Oryza
1241	Oryza rufipogon	4529	diploid	-	Poales	Poaceae	Oryza
1241	Oryza rufipogon	4529	diploid	IRGC 106523	Poales	Poaceae	Oryza
1241	Oryza rufipogon	4529	diploid	wild rice	Poales	Poaceae	Oryza
1242	Oryza sativa	4530	diploid	Nipponbare	Poales	Poaceae	Oryza
1242	Oryza sativa	4530	diploid	(93-11)	Poales	Poaceae	Oryza
1242	Oryza sativa	4530	diploid	update Nipponbare;v7	Poales	Poaceae	Oryza
1242	Oryza sativa	4530	diploid	Zhenshan 97	Poales	Poaceae	Oryza
1242	Oryza sativa	4530	diploid	Minghui 63	Poales	Poaceae	Oryza
1242	Oryza sativa	4530	diploid	Shuhui498	Poales	Poaceae	Oryza
1242	Oryza sativa	4530	diploid	IR8	Poales	Poaceae	Oryza
1242	Oryza sativa	4530	diploid	aus;N22	Poales	Poaceae	Oryza
1242	Oryza sativa	4530	diploid	update 93-11	Poales	Poaceae	Oryza
1242	Oryza sativa	4530	diploid	update Nipponbare;v7	Poales	Poaceae	Oryza
1242	Oryza sativa	4530	diploid	f. spontanea	Poales	Poaceae	Oryza
1242	Oryza sativa	4530	diploid	KitaakeX	Poales	Poaceae	Oryza
1242	Oryza sativa	4530	diploid	IR64	Poales	Poaceae	Oryza
1242	Oryza sativa	4530	diploid	ZH11	Poales	Poaceae	Oryza
1242	Oryza sativa	4530	diploid	YX1	Poales	Poaceae	Oryza
